关于提示更新后账号不存在说明,3天前,https://www.taptap.com/topic/4166191
11-9日出现提示账号不存在/数据不存在情况说明,11-10,https://www.taptap.com/topic/4152177
4-11 关于客户端更新后提示“不存在”情况的解决说明,11-09,https://www.taptap.com/topic/2807595
8月30日更新公告,11-06,https://www.taptap.com/topic/3596398
9月20日更新公告,11-06,https://www.taptap.com/topic/3716600
无法绑定邮箱的原因已经找到啦！,11-01,https://www.taptap.com/topic/243714
游戏异常公告,10-28,https://www.taptap.com/topic/534730
放置江湖的安卓版本公测上线预告,10-14,https://www.taptap.com/topic/239889
网络异常无法进入游戏的问题已经解决！,10-14,https://www.taptap.com/topic/3267234
风起云涌更新公告,10-05,https://www.taptap.com/topic/1872536
《放置江湖》安卓版本呢,10-04,https://www.taptap.com/topic/207073
新门派官府和武学绝招体验版上线公告,09-17,https://www.taptap.com/topic/290689
8月16日更新公告,09-02,https://www.taptap.com/topic/3479811
7月10日更新公告,08-14,https://www.taptap.com/topic/3219009
6月29日更新公告,07-10,https://www.taptap.com/topic/3155702
6-30日 更新公告,07-10,https://www.taptap.com/topic/3160347
6月14日端午节活动更新公告,06-28,https://www.taptap.com/topic/3065945
6-12日更新公告,06-27,https://www.taptap.com/topic/3110375
5-18日更新公告,06-19,https://www.taptap.com/topic/2967631
5月24日更新公告,05-29,https://www.taptap.com/topic/2989363
5月活动更新公告,05-21,https://www.taptap.com/topic/2874451
5-10日更新公告,05-18,https://www.taptap.com/topic/2933166
5-11日 更新游戏优化公告,05-15,https://www.taptap.com/topic/2939438
5-5日 更新预告,05-08,https://www.taptap.com/topic/2910400
5-4日 关于充值积分补充说明,05-04,https://www.taptap.com/topic/2905254
新手礼包、心意礼包及首充奖励上线公告,04-28,https://www.taptap.com/topic/256519
4-27日 冥币最终处理办法公告,04-28,https://www.taptap.com/topic/2869740
4月26日更新公告,04-26,https://www.taptap.com/topic/2863874
4月21日更新公告,04-26,https://www.taptap.com/topic/2843807
4-10 官网已经修复完毕，可以进行正常访问和游戏下载,04-25,https://www.taptap.com/topic/2804287
4-10 官网已经修复完毕，可以进行正常访问和游戏下载,04-12,https://www.taptap.com/topic/2804276
4-10 关于官网紧急修复公告,04-10,https://www.taptap.com/topic/2803903
4-4日 冥商购买异常情况修复公告,04-09,https://www.taptap.com/topic/2780589
4-3日 清明活动上线公告,04-07,https://www.taptap.com/topic/2776484
4-3 紧急修复公告,04-04,https://www.taptap.com/topic/2777852
3-20日 春分活动公告,04-03,https://www.taptap.com/topic/2721737
3-30 主动技能补充公告,03-31,https://www.taptap.com/topic/2757787
主动技能新增及优化及补充公告,03-30,https://www.taptap.com/topic/2757769
3-30 更新优化公告,03-30,https://www.taptap.com/topic/2757144
3-10 更新优化公告,03-17,https://www.taptap.com/topic/2673675
3-2日 元宵更新公告,03-12,https://www.taptap.com/topic/2629477
3-5日 优化更新公告,03-08,https://www.taptap.com/topic/2646682
2-2日 唐门之乱更新公告,03-05,https://www.taptap.com/topic/2380396
2-10 日新春节日活动公告,02-28,https://www.taptap.com/topic/2471450
2-9日 新春充值活动公告,02-28,https://www.taptap.com/topic/2462705
2-6日 更新公告,02-13,https://www.taptap.com/topic/2414260
1-12 一个重要的更新公告,02-09,https://www.taptap.com/topic/2189741
1-12 版本更新后说明,02-08,https://www.taptap.com/topic/2190197
1-23  腊八节更新公告,02-01,https://www.taptap.com/topic/2269185
12-29 辞旧迎新更新公告,01-11,https://www.taptap.com/topic/2093213
一封道歉信,01-10,https://www.taptap.com/topic/1133690
12-22 冬至活动公告,2017-12-28,https://www.taptap.com/topic/2022649
12-20 一个更新优化公告,2017-12-26,https://www.taptap.com/topic/2005507
12-11更新优化公告,2017-12-20,https://www.taptap.com/topic/1945644
12-12江湖狂欢节再度开启公告,2017-12-19,https://www.taptap.com/topic/1954087
12-6更新优化公告,2017-12-11,https://www.taptap.com/topic/1900962
11-21日 一个更新公告,2017-12-11,https://www.taptap.com/topic/1782894
江湖狂欢节公告,2017-12-06,https://www.taptap.com/topic/1695561
关于12-2日更新后金宝箱物品问题,2017-12-06,https://www.taptap.com/topic/1872604
11-1 商城活动上线公告,2017-11-29,https://www.taptap.com/topic/1622390
10-16号 一个优化的更新公告,2017-11-19,https://www.taptap.com/topic/1454104
10-26日重阳节更新公告,2017-11-01,https://www.taptap.com/topic/1543500
9-9日 中元活动补充公告及后续预告,2017-10-06,https://www.taptap.com/topic/1151949
9-30日服务器升级维护公告,2017-10-04,https://www.taptap.com/topic/1283153
9-22日 这是一个更新优化公告,2017-09-29,https://www.taptap.com/topic/1223044
9-5 中元节活动更新,2017-09-09,https://www.taptap.com/topic/1131385
9-1日 更新公告,2017-09-05,https://www.taptap.com/topic/1105031
8-31日停服维护公告,2017-08-31,https://www.taptap.com/topic/1077400
8-26日 七夕活动更新公告,2017-08-29,https://www.taptap.com/topic/1047100
8-17日  更新优化公告,2017-08-26,https://www.taptap.com/topic/963959
8-11日 一个更新公告,2017-08-15,https://www.taptap.com/topic/900515
8-3日更新公告,2017-08-11,https://www.taptap.com/topic/827698
8-4日 周年庆周边抽奖获奖名单公布,2017-08-05,https://www.taptap.com/topic/825460
5月19日排行榜规则更新公告,2017-08-02,https://www.taptap.com/topic/465002
7-28日 更新优化公告,2017-08-01,https://www.taptap.com/topic/779195
周年活动预告,2017-07-29,https://www.taptap.com/topic/619257
6-22 门派技能调整公告,2017-07-28,https://www.taptap.com/topic/580752
6-9日 这是一个紧急的重要的公告,2017-07-17,https://www.taptap.com/topic/531256
6-8日 江湖新剧情热力上线公告,2017-06-13,https://www.taptap.com/topic/527121
5月12日挖宝，神书玩法上线公告,2017-06-07,https://www.taptap.com/topic/452268
端午活动上线公告,2017-05-30,https://www.taptap.com/topic/483483
5月6日充值更新公告,2017-05-24,https://www.taptap.com/topic/427456
攻略客栈上线公告,2017-05-14,https://www.taptap.com/topic/377321
无法购买门派秘籍等问题,2017-05-12,https://www.taptap.com/topic/360295
支线任务优化上线公告,2017-05-05,https://www.taptap.com/topic/283159
特殊招式秘籍残页上线及新增特殊招式公告,2017-05-04,https://www.taptap.com/topic/338827
关于攻略客栈的一些问题,2017-04-26,https://www.taptap.com/topic/377450
累计充值奖励领取活动上线公告,2017-04-20,https://www.taptap.com/topic/336214
累计充值奖励领取活动上线公告,2017-04-20,https://www.taptap.com/topic/271998
新门派官府和武学绝招体验版的补充公告（安卓版本）,2017-04-19,https://www.taptap.com/topic/299517
部分特殊招式上线公告,2017-04-19,https://www.taptap.com/topic/357046
新版本《放置江湖》1.0.8已经上线,2017-04-13,https://www.taptap.com/topic/248647
一个优化公告,2017-04-13,https://www.taptap.com/topic/333656
进入战斗前准备战斗等待时间问题,2017-04-05,https://www.taptap.com/topic/323362
清明活动上线公告,2017-04-02,https://www.taptap.com/topic/320862
服务器升级维护及江湖第十一至二十章节主线任务优化公告,2017-04-01,https://www.taptap.com/topic/254177
一个优化公告,2017-03-31,https://www.taptap.com/topic/301578
累计充值奖励领取活动上线预告,2017-03-09,https://www.taptap.com/topic/271522
2月23日首日安卓版本上线公告,2017-03-03,https://www.taptap.com/topic/241833
2月27日优化公告及28日礼包预告,2017-02-28,https://www.taptap.com/topic/253837